.text,00400F26,sub_400ED0,B36,T,48C1E203,shl,shl_15,rdx,3,1,5,N,x,shl_15_x
.text,00400F2A,sub_400ED0,B37,T,488B07,mov,mov_13,rax,[rdi],1,3,N,x,mov_13_x
.text,00400F2D,sub_400ED0,B37,T,488B2C10,mov,mov_13,rbp,[rax+rdx],1,3,N,x,mov_13_x
.text,00400F31,sub_400ED0,B37,T,4885ED,test,test_11,rbp,rbp,1,1,N,x,test_11_x
.text,00400F34,sub_400ED0,B37,T,74A6,jz,jz_70,loc_400EDC,,7,0,J,c,jz_70_c
.text,00400F36,sub_400ED0,B38,T,395D18,cmp,cmp_41,[rbp+18h],ebx,4,1,N,x,cmp_41_x
.text,00400F39,sub_400ED0,B38,T,751D,jnz,jnz_70,loc_400F58,,7,0,J,c,jnz_70_c
.text,00400F3B,sub_400ED0,B39,T,488B7D08,mov,mov_14,rdi,[rbp+8],1,4,N,x,mov_14_x
.text,00400F3F,sub_400ED0,B39,T,4C89E6,mov,mov_11,rsi,r12,1,1,N,x,mov_11_x
.text,00400F42,sub_400ED0,B39,T,E8A9FCFFFF,call,call_70,_strcmp,,7,0,J,nc,call_70_nc
.text,00400F47,sub_400ED0,B39,T,85C0,test,test_11,eax,eax,1,1,N,x,test_11_x
.text,00400F49,sub_400ED0,B39,T,750D,jnz,jnz_70,loc_400F58,,7,0,J,c,jnz_70_c
.text,00400F4B,sub_400ED0,B40,T,5B,pop,pop_10,rbx,,1,0,N,x,pop_10_x
.text,00400F4C,sub_400ED0,B40,T,488B4510,mov,mov_14,rax,[rbp+10h],1,4,N,x,mov_14_x
.text,00400F50,sub_400ED0,B40,T,5D,pop,pop_10,rbp,,1,0,N,x,pop_10_x
.text,00400F51,sub_400ED0,B40,T,415C,pop,pop_10,r12,,1,0,N,x,pop_10_x
.text,00400F53,sub_400ED0,B40,T,C3,retn,retn_00,,,0,0,N,x,retn_00_x
.text,00400F54,sub_400ED0,N,F_ALIGN,0F1F4000,,ALIGN,,,4,0,X,x,ALIGN
.text,00400F58,sub_400ED0,B41,T,488B6D00,mov,mov_14,rbp,[rbp+0],1,4,N,x,mov_14_x
.text,00400F5C,sub_400ED0,B41,T,4885ED,test,test_11,rbp,rbp,1,1,N,x,test_11_x
.text,00400F5F,sub_400ED0,B41,T,75D5,jnz,jnz_70,loc_400F36,,7,0,J,c,jnz_70_c
.text,00400F61,sub_400ED0,B42,T,E976FFFFFF,jmp,jmp_70,loc_400EDC,,7,0,J,c,jmp_70_c
.text,00400F66,,N,F_ALIGN,662E0F1F840000000000,,ALIGN,,,4,0,X,x,ALIGN
.text,00400F70,sub_400F70,B43,T,4157,push,push_10,r15,,1,0,N,x,push_10_x
.text,00400F72,sub_400F70,B43,T,4989D7,mov,mov_11,r15,rdx,1,1,N,x,mov_11_x
.text,00400F75,sub_400F70,B43,T,4156,push,push_10,r14,,1,0,N,x,push_10_x
.text,00400F77,sub_400F70,B43,T,4155,push,push_10,r13,,1,0,N,x,push_10_x
.text,00400F79,sub_400F70,B43,T,4154,push,push_10,r12,,1,0,N,x,push_10_x
.text,00400F7B,sub_400F70,B43,T,55,push,push_10,rbp,,1,0,N,x,push_10_x
.text,00400F7C,sub_400F70,B43,T,4889FD,mov,mov_11,rbp,rdi,1,1,N,x,mov_11_x
.text,00400F7F,sub_400F70,B43,T,53,push,push_10,rbx,,1,0,N,x,push_10_x
.text,00400F80,sub_400F70,B43,T,4889F3,mov,mov_11,rbx,rsi,1,1,N,x,mov_11_x
.text,00400F83,sub_400F70,B43,T,4883EC08,sub,sub_15,rsp,8,1,5,N,x,sub_15_x
.text,00400F87,sub_400F70,B43,T,4885FF,test,test_11,rdi,rdi,1,1,N,x,test_11_x
.text,00400F8A,sub_400F70,B43,T,0F84A8000000,jz,jz_70,loc_401038,,7,0,J,c,jz_70_c
.text,00400F90,sub_400F70,B44,T,0FB606,movzx,movzx_13,eax,byte ptr [rsi],1,3,N,x,movzx_13_x
.text,00400F93,sub_400F70,B44,T,4531F6,xor,xor_11,r14d,r14d,1,1,N,x,xor_11_x
.text,00400F96,sub_400F70,B44,T,4531ED,xor,xor_11,r13d,r13d,1,1,N,x,xor_11_x
.text,00400F99,sub_400F70,B44,T,84C0,test,test_11,al,al,1,1,N,x,test_11_x
.text,00400F9B,sub_400F70,B44,T,743A,jz,jz_70,loc_400FD7,,7,0,J,c,jz_70_c
.text,00400F9D,sub_400F70,B45,T,B940F04000,mov,mov_15,ecx,offset unk_40F040,1,5,N,r_nc,mov_15_r_nc
.text,00400FA2,sub_400F70,B45,T,4889F2,mov,mov_11,rdx,rsi,1,1,N,x,mov_11_x
.text,00400FA5,sub_400F70,B45,T,0F1F00,nop,nop_30,dword ptr [rax],,3,0,N,x,nop_30_x
.text,00400FA8,sub_400F70,B46,T,0FBE31,movsx,movsx_13,esi,byte ptr [rcx],1,3,N,x,movsx_13_x
.text,00400FAB,sub_400F70,B46,T,0FBEC0,movsx,movsx_11,eax,al,1,1,N,x,movsx_11_x
.text,00400FAE,sub_400F70,B46,T,4883C201,add,add_15,rdx,1,1,5,N,x,add_15_x
.text,00400FB2,sub_400F70,B46,T,4883C101,add,add_15,rcx,1,1,5,N,x,add_15_x
.text,00400FB6,sub_400F70,B46,T,0FAFC6,imul,imul_11,eax,esi,1,1,N,x,imul_11_x
.text,00400FB9,sub_400F70,B46,T,468D2C28,lea,lea_13,r13d,[rax+r13],1,3,N,x,lea_13_x
.text,00400FBD,sub_400F70,B46,T,0FB602,movzx,movzx_13,eax,byte ptr [rdx],1,3,N,x,movzx_13_x
.text,00400FC0,sub_400F70,B46,T,478D6CAD00,lea,lea_14,r13d,[r13+r13*4+0],1,4,N,x,lea_14_x
